id,sentence1,sentence2,label,similarity,similarity_percentage,plagiarism_status
4716,"He was born in Dunedin , and died in a Wanganui private hospital .",He was born in Wanganui and died at a private hospital in Dunedin .,0,0.46975676801152594,46.975676801152595,Not Plagiarized
4717,"Tiley lives with his wife Alex and his children Shea , Nikki and Ella in Owen Sound in Ontario .","Tiley lives in Owen Sound with his wife Nikki and the children Shea , Alex and Ella in Ontario .",0,0.5031026124151314,50.310261241513146,Not Plagiarized
4718,"Teliana Santos Pereira ( born July 20 , 1988 in Aguas Belas ) is a Brazilian professional player .",Teliana Santos Pereira ( born 20 July 1988 in Águas Belas ) is a Brazilian professional tennis player .,1,0.5040758947990576,50.40758947990576,Not Plagiarized
4719,He was appointed knight of the bath in February 1547 and was elected the same year as Member of Parliament for Peterborough .,He was elected Knight of the Bath in February 1547 and made member of Parliament for Peterborough the same year .,0,0.641846556250899,64.1846556250899,Not Plagiarized
4720,"She was born in Iowa City , Iowa to a Jewish family . She grew up in New York City , and studied film at New York University .","She was born in New York City in a Jewish family , grew up at Iowa City , Iowa , and studied film at New York University .",0,0.8158255484511181,81.58255484511182,Possible Plagiarism
4721,"Dupleix replaced Charles Godeheu , who had died in France in poverty .","Charles Godeheu replaced Dupleix , who died in poverty back in France .",0,0.44751086720733996,44.751086720733994,Not Plagiarized
4722,"In certain regions , copies of Windows 7 were only activated in , and could only be sold in a designated region .","In certain regions , Windows 7 copies were only activated in and could only be sold in a specific region .",1,0.43161341897075145,43.16134189707515,Not Plagiarized
4723,"Austrolestes leda is a large to medium sized Damselfly , the male is light blue and black .","`` Austrolestes leda '' is a medium-sized to large damselfly , the male is light blue and black .",0,0.7297273805759764,72.97273805759764,Possible Plagiarism
4724,"He was created a doctor of the Sorbonne , and afterwards elected prior of St. Edmund 's in 1689 .","He was created a doctor of the Sorbonne , and then Prior of St. Edmund elected in 1689 .",1,0.6694188517266485,66.94188517266485,Not Plagiarized
4725,Kumar starts to take advice from Premji by paying large amounts of money .,Kumar starts to take advises from Premji by paying large amounts of money .,1,0.6694188517266485,66.94188517266485,Not Plagiarized
4726,"It was written by Jeff Wolverton , directed by Eric Armstrong and produced by Jacquie Barnbrook .","It was directed by Jeff Wolverton , Eric Armstrong and produced by Jacquie Barnbrook .",0,0.6906579940599964,69.06579940599964,Not Plagiarized
4727,The cover photo for the `` Forget to Remember '' single appears to have been taken during the filming of the `` Happy ? '' video .,The cover photo for the single `` Forget to Remember '' seems to have been recorded during the filming of the video `` Happy ? `` .,1,0.3886976804920715,38.869768049207146,Not Plagiarized
4728,"He is best known as one of the founders and first president of National Teachers Association , now known as the National Education Association .","He is best known as one of the founders and the first president of the National Education Association , now known as the National Teachers Association .",0,0.9999999999999991,99.99999999999991,Possible Plagiarism
4729,"Jakhar was born on 23 August 1923 in the village of Panchkosi of the district of Fazilka in Punjab , now in Abohar .",Jakhar was born in Panchkosi village of Fazilka district in Punjab now in Abohar on 23 August 1923 .,1,0.5586177528223197,55.861775282231974,Not Plagiarized
4730,The Potez X was a French colonial transport aircraft designed and built by Potez in the 1920s .,The Potez X was a French 1920s general-purpose colonial transport aircraft designed and built by Potez .,1,0.6914521203000433,69.14521203000433,Not Plagiarized
4731,"Around 1652 , Howard Lady Elizabeth Dormer , daughter of Edward Somerset , 2nd Marquess of Worcester , and Anne Somerset , married at least three children :","About 1652 , Howard married Lady Elizabeth Dormer , daughter of Edward Somerset , 2nd Marquess of Worcester and Anne Somerset . They had at least three children :",0,0.8253257937898931,82.53257937898931,Possible Plagiarism
4732,"Six decades later , a West End revival presented by Clifford Williams and directed by Impresario Douglas Urbanski opened at Haymarket Theatre in 1984 and transferred to Broadway .","Six decades later , a West End revival directed by Clifford Williams and presented by impresario Douglas Urbanski opened at the Haymarket Theatre in 1984 and transferred to Broadway .",0,0.7968879483437471,79.6887948343747,Possible Plagiarism
4733,Kronecker rejected in his analysis the formulation of a differentiable function nowhere throughout by his colleague Karl Weierstrass .,"In his analysis , Kronecker rejected the formulation by his colleague Karl Weierstrass of a consistent , nowhere differentiable function .",0,0.5703951097379935,57.039510973799345,Not Plagiarized
4734,"Doughty is the informal guardian of a little girl called Lou ( Lucy ) , whom he has left outside his prison in his car .","Lou is the informal guardian of a little girl called Lucy ( Doughty ) , whom he left outside the prison in his car .",0,0.7062848168468483,70.62848168468483,Possible Plagiarism
4735,"Leverett is located at the southern border of Franklin County , north of Hampshire County .","Leverett is located along the southern border of Hampshire County , north of Franklin County .",0,0.8114301161975616,81.14301161975615,Possible Plagiarism
4736,The US 222 and PA 724 meet in Wyomissing and both meet in Spring Township and Sinking Spring on the US 422 .,"US 222 and PA 724 meet in Wyomissing and both meet US 422 in Spring Township and Sinking Spring , respectively .",1,0.7969930270782123,79.69930270782123,Possible Plagiarism
4737,The Teuz River is a tributary of the Leveleș River in Romania .,The Teuz River is a tributary of the River Levele `` in Romania .,1,0.5325025132738128,53.25025132738128,Not Plagiarized
4738,"The town has a library , primary and secondary schools , several .","The town has a library , several schools , primary and secondary schools .",0,0.7369679152017458,73.69679152017457,Possible Plagiarism
4739,"According to preliminary results of the Bosnian list of 2013 , this village has total of 4,845 inhabitants .","According to the Bosnian results of the preliminary list of 2013 , this village has a total population of 4,845 inhabitants .",0,0.5431321471129906,54.31321471129906,Not Plagiarized
4740,She was written by Static Major and Timothy Mosley and produced by Timbaland .,"It was written by Timbaland , and produced by Static Major and Timothy Mosley .",0,0.6279041938452457,62.79041938452457,Not Plagiarized
4741,Thapaswini is a 1971 Indian Malayalam movie produced by M. Krishnan Nair and directed by PIM Kasim .,"Thapaswini is a 1971 Indian Malayalam film , addressed by M. Krishnan Nair and produced by PIM Kasim .",0,0.5031026124151313,50.31026124151313,Not Plagiarized
4742,"The tiny island is meters wide from northwest to southeast , and up to meters long , and about in area .",The tiny island is from northwest to southeast meters long and up to meters wide and about surface-dependent .,0,0.6048847790711921,60.48847790711921,Not Plagiarized
4743,The Sumas River is a tributary of the Fraser River in the Canadian province of British Columbia and the US-American state of Washington .,"The Fraser River is a tributary of the Sumas River in the Canadian province of British Columbia and the state of Washington , US .",0,0.7820226526987256,78.20226526987256,Possible Plagiarism
4744,"In his debut season in New South Wales with St. George Dragons in 1957 , he represented Sydney Firsts and Sydney .","In his debut season at Sydney with St. George Dragons in 1957 , he represented both Sydney Firsts and New South Wales .",0,0.8019783064439233,80.19783064439233,Possible Plagiarism
4745,There are 2 more keys that differ in these 2 languages : Slovak key replaces the Czech key and Slovak key replaces the Czech key .,There are 2 further keys that differ in these 2 languages : Slovak key replaces the Czech key and Slovak key replaces the Czech key .,1,1.0000000000000004,100.00000000000004,Possible Plagiarism
4746,The girls see Redcoat and follow her to Alison 's garden and she turns around and we discover that it is Spencer and that she is not dead .,The girls see Redcoat and follow her to Spencer 's garden and she turns around and we discover that it 's Alison and that she is not dead .,0,0.6219700287363547,62.19700287363546,Not Plagiarized
4747,"Stoya was born to Jessica Stoyadinovich in Wilmington , North Carolina , a Serbian father and a Scottish mother .","Stoya was born as Jessica Stoyadinovich in Wilmington , North Carolina to a Serbian father and a Scottish mother .",1,0.9999999999999992,99.99999999999993,Possible Plagiarism
4748,"On 7 February 2014 , the musical was opened in Malmö , Sweden , at the Malmö Opera , directed by Anders Eljas and musical director Åsa Melldahl .","On February 7 , 2014 , the musical opened in Malmö , Sweden at Malmö Opera . Director was Anders Eljas and Musical Director Åsa Melldahl .",1,0.8508365866332428,85.08365866332429,Possible Plagiarism
4749,"The smallest number , which can be represented as a sum of four different potences in two positive and seventh ways , is 2056364173794800 .",The smallest number that can be represented in two positive and seventh ways as a sum of four different powers is 2056364173794800 .,1,0.5863466456901572,58.63466456901571,Not Plagiarized
4750,"In 1928 a children 's edition of poems from Bianco 's `` Songs of Innocence '' , selected and illustrated by William Blake , was published .","In 1928 , a children 's edition of poems from Biancos '' Songs of Innocence `` was published and selected and illustrated by William Blake .",1,0.6457014380775987,64.57014380775988,Not Plagiarized
4751,Kumar advises to take starts from Premji by paying large amounts of money .,Kumar starts to take advice from Premji by paying large amounts of money .,0,0.581969669221429,58.1969669221429,Not Plagiarized
4752,"In June of 1997 , Armstrong met Kristin Richard .",Kristin Richard met Armstrong in June 1997 .,1,0.5744651733947116,57.44651733947116,Not Plagiarized
4753,"He was the son of Thomas Corker , and a member of the Caulker family , descendants of Thomas Stephen Caulker .","He was the son of Thomas Stephen Caulker , and a member of the Caulker family , the descendants of Thomas Corker .",0,0.9176098101125715,91.76098101125714,Possible Plagiarism
4754,"Umberto Mozzoni was born in Buenos Aires , later his family moved to Macerata , Italy .","Umberto Mozzoni was born in Macerata , Italy , later his family moved to Buenos Aires .",0,0.7297273805759764,72.97273805759764,Possible Plagiarism
4755,"After the Belgian Revolution of 1830 , the Southern Netherlands ( including South and Central Brabant ) became independent as Luxembourg and later also Belgium .","After the Belgian Revolution of 1830 , the South Netherlands ( including southern and central Brabant ) became independent as Belgium , and later Luxembourg .",0,0.5655517669836122,56.55517669836122,Not Plagiarized
4756,"Throughout the lives of these mackerel , they tend to stay in areas within a few degrees of in tropical to subtropical waters .","Throughout the life of these mackerel , they tend to stay in areas within a few degrees of tropical to subtropical waters .",1,0.791528979180192,79.1528979180192,Possible Plagiarism
4757,"Aaron Levie was born to a Jewish family from Mercer Island in Washington , a small suburb of Seattle .","Aaron Levie was born to a small family from Mercer Island , a Jewish suburb of Seattle , Washington , DC .",0,0.5759154257902794,57.591542579027944,Not Plagiarized
4758,"It was first collected in 1591 , as part of the tenth and final volume of the printed works of Paracelsus by Johannes Huser of Basel .",It was first printed in 1591 as part of the tenth and final volume of the collected works of the Paracelsus by Johannes Huser of Basel .,0,0.7523197619890015,75.23197619890016,Possible Plagiarism
4759,"Republican authors read in the Enlightenment period an abstract ideal of the classical government , which was based on hierarchical social orders of king , aristocracy and civil .","The classical authors read in the Enlightenment period taught an abstract ideal of republican government based on hierarchical social orders of king , aristocracy and commoners .",0,0.6447113179774421,64.4711317977442,Not Plagiarized
4760,"The 18th century , in contrast to the disruption of the 17th century , was a comparatively quiet time for the college .","In contrast to the 17th century , the 18th century was a comparatively quiet time for the College .",1,0.7442841346785187,74.42841346785187,Possible Plagiarism
4761,"The newly elected Commission convened on July 17 , 1877 , and Harris was appointed President of its Secretary and White .","The newly elected commission convened on July 17 , 1877 , and Harris was appointed its secretary and White as its president .",0,0.841660955942934,84.1660955942934,Possible Plagiarism
4762,"Charles William Dickey , 1940 , and Charles Henry Dickey , 1902 were parents of architect Anne Alexander .","Charles William Dickey , 1940 , and Charles Henry Dickey , were parents of the architect Anne Alexander in 1902 .",1,0.8635380420362021,86.35380420362021,Possible Plagiarism
4763,Trains used to run from Bahawalnagar to Karachi and vice versa via Delhi .,The trains used to run from Karachi to Delhi and vice versa via Bahawalnagar .,0,0.581969669221429,58.1969669221429,Not Plagiarized
4764,"On February 7 , 2014 , the musical opened in Malmö , Sweden at Malmö Opera . Director was Anders Eljas and Musical Director Åsa Melldahl .","On February 7 , 2014 , the musical was opened in Malmö , Sweden , at the Malmö Opera , directed by Anders Eljas and musical director Åsa Melldahl .",1,0.8508365866332428,85.08365866332429,Possible Plagiarism
4765,"Most surviving Latin literature is Classical Latin , from the 1st century BC to the 2nd century AD .",The most surviving Latin literature is classical Latin from the 2nd century BC to the first century AD .,0,0.7820226526987256,78.20226526987256,Possible Plagiarism
4766,"During this period , Olga von Kornilov was divorced and married her fellow student Nikolay Molchanov .",During this period Olga divorced Kornilov and married her fellow student Nikolay Molchanov .,0,0.6418465562508989,64.18465562508989,Not Plagiarized
4767,The 1990 South Australian National Football League season was the 110th season of the highest Australian rules football competition in South Australia .,The 1990 South Australian National Football League season was the 110th season of the Australian - top rules football - competition in southern Australia .,0,0.7745527074037182,77.45527074037182,Possible Plagiarism
4768,"The album contains 16 tracks , recorded during two performances in May 2002 , one in Chicago , Illinois , and the other in Memphis , Tennessee .","The album contains 16 tracks recorded during two appearances in May 2002 , one in Memphis , Tennessee , and the other in Chicago , Illinois .",1,0.6183177996731944,61.83177996731944,Not Plagiarized
4769,Subervie was promoted colonel on 27 December 1805 and appointed to command the 10th Chasseurs à Cheval Regiment .,"On 27 December 1805 , he was appointed Colonel and promoted to command of the 10th Chasseurs à Cheval Regiment .",0,0.6969748576602278,69.69748576602278,Not Plagiarized
4770,"Blasphemers , homosexuals and masturbators were eligible for the death penalty in a Puritan law for the 17th colony of New Haven , Connecticut .","In a 17th-century code for the Puritans - New Haven colony , Connecticut , blasphemers , homosexuals , and masturbators were eligible for the death penalty .",0,0.48960529908541756,48.96052990854176,Not Plagiarized
4771,"In his analysis , Kronecker rejected the formulation by his colleague Karl Weierstrass of a consistent , nowhere differentiable function .","In analysis , Kronecker rejected the formulation of a continuous , nowhere differentiable function by his colleague , Karl Weierstrass .",1,0.6549838312574768,65.49838312574768,Not Plagiarized
4772,The river Suceava is a tributary of the River Ascunsu in Romania .,The Suceava River is a tributary of the Ascunsu River in Romania .,1,0.44751086720733996,44.751086720733994,Not Plagiarized
4773,"The main cracking is the fluid catalytic conversion unit , with a nominal capacity of .",The main cracking is the catalytic fluid conversion unit with a nominal capacity of .,1,0.6694188517266485,66.94188517266485,Not Plagiarized
4774,The modern coat of arms is already recognisable in Alsatian mercenary songs of 1375 reported by Justinger .,The modern coat of arms is already recognisable in the Alsatian mercenary songs of 1375 reported by Justinger .,1,1.0000000000000009,100.00000000000009,Possible Plagiarism
4775,On a scale of 0 ( highly corrupt ) to 10 ( very clean ) marked the corruption perception index Zimbabwe 2.0 .,On a scale of 0 ( very clean ) to 10 ( highly corrupt ) marked the Zimbabwe 2.0 corruption perception index .,0,0.5230968795619088,52.30968795619088,Not Plagiarized
4776,Barfoot represented the Worcestershire Cricket Board in a single List A match against the Kent Cricket Board in the 1999 NatWest Trophy .,The Worcestershire Cricket Board was represented against the Kent Cricket Board in a single List A match at the NatWest Trophy 1999 .,1,0.733223089779064,73.3223089779064,Possible Plagiarism
4777,"On February 7 , 2014 , the musical was opened in Malmö , Sweden , at the Malmö Opera , directed by Anders Eljas and musical director Åsa Melldahl .","On February 7 , 2014 the musical opened in Malmö , Sweden at Malmö Opera . Director was Åsa Melldahl and Musical Director Anders Eljas .",0,0.8019213063486121,80.19213063486121,Possible Plagiarism
4778,"In addition to artificial insemination by rams , natural insemination and embryo transfers have been used in sheep breeding programs for many years in Australia and New Zealand .","In addition to artificial insemination by rams , natural insemination and embryo transfers in sheep farming programmes have been used for many years in Australia and New Zealand .",1,0.6528181311565416,65.28181311565416,Not Plagiarized
4779,"Several members of the CFA were appointed to the McMillan - Commission , as many McMillan - plan - supporters .",Several members of the McMillan Commission were appointed to the CFA as many supporters of the McMillan plan .,0,0.5485297816691111,54.852978166911114,Not Plagiarized
4780,"In 1654 he studied with Eustache Le Sueur in Paris , and after Le Sueur 's death in 1655 , with Charles Le Brun .","In 1654 , he studied with Charles Le Brun in Paris , and after Le Sueur 's death in 1655 near Eustache Le Sueur .",0,0.8029628554857015,80.29628554857014,Possible Plagiarism
4781,"To read about the background to these events , see History of Malaysia .","To read about the background to these events , see Malaysia 's history .",1,0.6392306240536285,63.92306240536285,Not Plagiarized
4782,"The Twin Buttes are a group of volcanic cinder cones located in the Cascade Mountain Range of Shasta County , California .","The Twin Buttes are a group of volcanic cinder cones in the Cascade Mountain Range from Shasta County , California .",1,0.850229216666829,85.0229216666829,Possible Plagiarism
4783,"With his wife Hallie Olivere he had two children : one daughter , Natalie , and a son , Hunter .","With his wife Natalie he had two children : one daughter , Hallie Olivere , and a son , Hunter .",0,0.581969669221429,58.1969669221429,Not Plagiarized
4784,"On 6 March 2016 , he debuted in the Ukrainian Premier League for FC Metalist Kharkiv in a game against FC Volyn Lutsk .","On 6 March 2016 , he debuted in the Ukrainian Premier League for FC Volyn Lutsk in a game against FC Metalist Kharkiv .",0,0.929390215705104,92.9390215705104,Possible Plagiarism
4785,An alternative analysis posits that nasal vowels in standard Polish no longer exist as independent phonemes .,An alternative analysis postulates that nasal vowels no longer exist in Standard Polish as independent phonemes .,1,0.5586177528223197,55.861775282231974,Not Plagiarized
4786,"Rugi is a small village in Mudhol , in the Bagalkot district , Karnataka , India .","Rugi is a small village in Mudhol , district Bagalkot , Karnataka , India .",1,0.6694188517266485,66.94188517266485,Not Plagiarized
4787,"Therefore , the electronic library of the Academy is an integral part of the educational process and scientific activity a recognized global channel in the virtual information environment .","Therefore , the electronic library of the Academy is an integral part of the educational process and scientific activity a recognized virtual channel in the global information environment .",0,0.7443045649541955,74.43045649541955,Possible Plagiarism
4788,"The exhibition was opened by Séamus Hegarty , Bishop of Derry , a former student and a former patron of the school .","The exhibition was opened by Séamus Hegarty , Bishop of Derry , a former student and a former patron of the school .",1,1.0,100.0,Possible Plagiarism
4789,The entire city is planned with avenues and residential areas as well as industrial areas .,The entire city is planned with avenues and commercial areas as well as residential areas .,1,0.6219700287363547,62.19700287363546,Not Plagiarized
4790,The 2009 superstars season was the sixth season of the Campionato Italiano Superstars ( Italian Superstars - Championship ) and the third season of the international superstars - series .,The 2009 Superstars Series season was the third season of Campionato Italiano Superstars ( Italian Superstars Championship ) and the sixth season of the International Superstars Series .,0,0.8705377227890114,87.05377227890114,Possible Plagiarism
4791,"It is by car north of Paris , to the east of the English Channel , south of Brussels and south of Amsterdam .","It is south of Paris , to the east of the English Channel , south of Brussels and north of Amsterdam by car .",0,0.6826944946658565,68.26944946658566,Not Plagiarized
4792,"Companies based in the larger Rivium include Rockwell Automation , Pfizer Nederland , Sodexho Nederland , Royal Dutch Shell , Van Oord , and many more .","The companies based in the wider rivium include Rockwell Automation , Pfizer Nederland , Sodexho Nederland , Royal Dutch Shell , Van Oord and many more .",1,0.8350499057520981,83.50499057520982,Possible Plagiarism
4793,Marshall Clemens ( 11 August 1798 - 24 March 1847 ) was the father of the author Mark Twain .,"John Marshall Clemens ( August 11 , 1798 -- March 24 , 1847 ) was the father of author Mark Twain .",1,0.5525944240592615,55.25944240592615,Not Plagiarized
4794,"According to the research , behavioral programs that strengthen active and complex skills are effective .","According to the study , behavioral programs are effective that strengthen active and complex skills .",1,0.5485297816691113,54.85297816691113,Not Plagiarized
4795,"He was graduated in 1872 from Mansfield College and the Legal Department of Cumberland University , Lebanon , Tennessee .","He was graduated from Mansfield College , and from the law department of Cumberland University , Lebanon , Tennessee , in 1872 .",1,0.586346645690157,58.634664569015705,Not Plagiarized
4796,"Divya , who was called Vasundhara in her previous life , dies after this curse and is reborn like Divya .","Vasundhara , who was called Divya in her previous life , dies after this curse , and is reborn as Divya .",0,0.6048847790711922,60.48847790711922,Not Plagiarized
4797,The six people killed were four Burmese and two Russian citizens .,The six killed were four Burmese citizens and two Russian citizens .,1,0.563254509433311,56.3254509433311,Not Plagiarized
4798,"There are approximately 50,000 companies in Brussels , of which around 2,200 are foreign .","There are approximately 50,000 businesses in Brussels , of which around 2,200 are foreign .",0,0.6279041938452457,62.79041938452457,Not Plagiarized
4799,"From the huge Calanterique forest and from the local Cordillera Montecillos , a biological protected area on the southern edge of the valley , cool winds flow down .","Cool winds come from the local Calanterique - forest and from the immense Cordillera Montecillos , a biological reserve on the southern edge of the valley .",0,0.43952355322549097,43.952355322549096,Not Plagiarized
4800,"In certain regions , Windows 7 copies were only activated in and could only be sold in a specific region .","In certain regions , copies of Windows 7 were only sold in , and could only be activated in a designated region .",0,0.36651307157801516,36.65130715780152,Not Plagiarized
4801,"Lake Iijärvi ( Ristijärvi ) is a medium-sized lake in the Kainuu main catchment area . It is located in the Oulujoki region , northern Finland .","Iijärvi - Lake ( Ristijärvi ) is a medium-sized lake in the main catchment area of Kainuu , located in the Oulujoki region of northern Finland .",1,0.7247051253824599,72.47051253824598,Possible Plagiarism
4802,"In February 2018 , the Utah House of Representatives passed a bill to legalize the `` right to try '' and grow medical marijuana plants for incurably ill patients .","In February 2018 , the Utah House of Representatives passed a bill to legalize the `` right to grow '' and try medical marijuana plants for terminally ill patients .",0,0.6783893610852075,67.83893610852076,Not Plagiarized
4803,The show would be reconstructed in September 2015 as Up Late NW ( pronounced Up Late Northwest ) .,The show would be pronounced as Up Late NW ( revamped Up Late Northwest ) in September 2015 .,0,0.6219700287363545,62.197002873635455,Not Plagiarized
4804,"Mike Martin is the protagonist in two novels , `` The Fist of the God '' ( 1994 ) and `` The Afghan '' ( 2006 ) by Frederick Forsyth .","Frederick Forsyth is the protagonist of two novels , `` The Fist of God '' ( 1994 ) and `` The Afghan '' ( 2006 ) by Mike Martin .",0,0.8278627458597881,82.78627458597882,Possible Plagiarism
4805,"The Spanish dollar was evaluated at 4 shillings and 4 pence , and British silver coins were imported .",The Spanish dollar was valued at 4 shillings and 4 pence and British silver coins were imported .,1,0.7025997416361692,70.25997416361692,Possible Plagiarism
4806,"In November 2016 , the FSB and the BIS agreed to a further five-year extension of the agreement from January 2018 to 2023 .","In November 2016 , the BIS and the FSB agreed to a further five-year extension of the agreement from January 2018 to 2023 .",1,0.7523197619890015,75.23197619890016,Possible Plagiarism
4807,"Jean Tardieu was born around 1711 in Paris , the son of Pierre Francois Tardieu .","Pierre Francois Tardieu was born around 1711 in Paris , son of Jean Tardieu .",0,0.9011114231649515,90.11114231649515,Possible Plagiarism
4808,These 11 Yoga Upanishads belong to Vedic shaka ( school ) from the Vedantic point of view .,"From a Vedic point of view , these 11 yoga upanishads belong to the Vedantic shaka ( school ) .",1,0.6549838312574768,65.49838312574768,Not Plagiarized
4809,`` Born Again '' is the twenty-second episode of the first season of the American science fiction television series `` The X-Files '' .,`` Born Again '' is the twenty-first episode of the second season of American science - fiction - television series '' The X-Files '' .,0,0.7297273805759764,72.97273805759764,Possible Plagiarism
4810,The Brisbane Rugby League reached the Grand Finals of the 1988 and 1989 Jets premiership .,The jets achieved the grand finals of the Brisbane Rugby League Premiership in 1988 and 1989 .,0,0.5230968795619088,52.30968795619088,Not Plagiarized
4811,"Of these eighteen states , four of them have performed IN , MD , OH and PA `` G. villosa '' as endangered species .","Of these eighteen states four of them IN , PA , OH , and MD have listed `` G. villosa '' as an endangered species .",1,0.48135845263284466,48.135845263284466,Not Plagiarized
4812,Academic archives exist to preserve institutional history and serve the academic community .,Academic archives exist to preserve the academic history and serve the institutional community .,0,0.6549838312574768,65.49838312574768,Not Plagiarized
4813,The interior of the redesigned Palais de Danse was then relocated by the Griffins the following year .,The interior of the resettled Palais de Danse was then redesigned by the griffins the following year .,0,0.5031026124151315,50.31026124151315,Not Plagiarized
4814,"They consist of almost 30 expatriates , some members of the US Communist Party , while others are English writers or left teachers .","They consist of nearly 30 expatriates , some members of the US Communist Party , while others are left-wing writers or English teachers .",0,0.5082507539350083,50.82507539350083,Not Plagiarized
4815,They beat the Tampa Bay Buccaneers in the Wild Card Round before returning to the Seattle Seahawks in the Divisional round .,They beat the Seattle Seahawks in the Wild Card round before losing to the Tampa Bay Buccaneers in the Divisional round .,0,0.6158435206204845,61.58435206204845,Not Plagiarized
4816,Philippe Maystadt was born in Verviers ( Belgium ) in 1948 .,"Philippe Maystadt was born 1948 in Verviers , Belgium .",1,0.6949450440198668,69.49450440198667,Not Plagiarized
4817,Most of the sanjaks in the whole empire were under the rule of non-hereditary relatives who had no permanent family of territorial connections with the area .,"Most of the sanjaks throughout the Empire were under the rule of non-hereditary appointees , who had no permanent family of territorial connections with the area .",1,0.7523197619890015,75.23197619890016,Possible Plagiarism
4818,"Flossach is a long river in Bavaria , Germany . It is a right tributary of the Mindel and an indirect right tributary of the Danube .","Flossach is a river on the right in Bavaria , Germany , a long tributary of the Mindel and an indirect tributary of the Danube right .",0,0.5594699250542775,55.94699250542775,Not Plagiarized
4819,It is a paraphyletic group gathering the most modern species from the Burgess Shale to ancient sponges .,It is a paraphyletic group that collects the most modern species from the Burgess Shale to ancient sponges .,1,0.7025997416361692,70.25997416361692,Possible Plagiarism
4820,The 2014 -- 15 Chicago State University men 's basketball team represented Chicago State Cougars during the 2014 -- 15 NCAA Division I men 's basketball season .,The 2014 -- 15 Chicago State Cougars Men 's Basketball - Team represent Chicago State University during the 2014 -- 15 NCAA Division I Mr Basketball - Season .,0,0.7522750080198022,75.22750080198021,Possible Plagiarism
4821,"Kurt Cobain had wanted the Seattle rock band Nirvana to be the opening act , but frontman Axl Rose declined .","Axl Rose wanted Seattle rock band Nirvana to be the opening act , but frontman Kurt Cobain refused .",0,0.7266101926384432,72.66101926384432,Possible Plagiarism
4822,Fresnel 's appreciation of the reconstruction of physical optics could be supported by an overview of the fragmented state in which he found the subject .,The appreciation of Fresnel 's reconstruction of physical optics might be assisted by an overview of the fragmented state in which he found the subject .,1,0.5863466456901572,58.63466456901571,Not Plagiarized
4823,He dated Jacqueline Bouvier ( who was later to marry John F. Kennedy and become First Lady of the United States .,He dated Jacqueline Bouvier ( who was later to get married John F. Kennedy and become First Lady of the United States .,1,0.7297273805759764,72.97273805759764,Possible Plagiarism
4824,Radley had other opportunities to expand his abilities by spending time abroad at the Peninsula Hotel in Bangkok and the Mandarin Oriental in Hong Kong in 1991 .,Radley had other opportunities to expand his abilities by spending time abroad at the Peninsula Hotel in Hong Kong and the Mandarin Oriental in Bangkok in 1991 .,0,0.7598477326802965,75.98477326802964,Possible Plagiarism
4825,"Iijärvi - Lake ( Ristijärvi ) is a medium-sized lake in the main catchment area of Kainuu and is located in the region of Oulujoki , northern Finland .","Lake Iijärvi ( Ristijärvi ) is a medium-sized lake in the Kainuu main catchment area . It is located in the Oulujoki region , northern Finland .",1,0.5927429089738193,59.27429089738193,Not Plagiarized
4826,"Haptics is the study of touching as nonverbal communication , and haptic communication refers to how people and other animals communicate via touching .","Haptics is the study of touching as nonverbal communication , and haptic communication refers to how people and other animals communicate about touching .",1,0.999999999999999,99.9999999999999,Possible Plagiarism
4827,"Wilbur was born on March 1 , 1921 in North Caldwell , New Jersey and grew up in New York City .","Wilbur was born in North Caldwell , New Jersey March 1 , 1921 , and grew up in New York City .",1,0.7877964172867844,78.77964172867844,Possible Plagiarism
4828,"As traditionally defined , several species belong to the family from South America , one from Africa , several from Asia and two from Australia .","As traditionally defined , several species belong to the family from Australia , one from Africa , several from Asia and two from South America .",0,0.7297273805759764,72.97273805759764,Possible Plagiarism
4829,"Later in 2014 , Quintiq was bought by Dassault Systèmes .",Dassault Systèmes was bought by Quintiq in 2014 .,0,0.4360379885513016,43.60379885513016,Not Plagiarized
4830,"For more details , see : `` Charles Edward Magoon , the Panama Years '' by Gustavo A. Mellander ( Río Piedras , PR : Editorial )","For more details see : Gustavo A. Mellander 's `` Charles Edward Magoon , the Panama Years '' ( Río Piedras , PR : Editorial",1,0.7714264711881895,77.14264711881896,Possible Plagiarism
4831,The Consonant - Ejective is a kind of alveolar sound that is used in some spoken languages The symbol in the International Phonetic Alphabet that represents this sound .,"The consonantal ejective is a type of alveolar sound , used in some spoken languages . The symbol in the International Phonetic Alphabet that represents this sound is .",1,0.7084523503033548,70.84523503033549,Possible Plagiarism
4832,"Born in 1841 in Lawrence County , Arkansas , Gardenhire and his family moved to Marion County , Tennessee , when he was 10 years old .","Born 1841 in Marion County , Tennessee , Gardenhire moved with his family to Lawrence County , Arkansas , when he was 10 years old .",0,0.6599335649576128,65.99335649576128,Not Plagiarized
4833,"In 1654 , he studied with Charles Le Brun in Paris , and after Le Sueur 's death in 1655 near Eustache Le Sueur .","In 1654 , he studied with Charles Le Brun in Paris , and after Le Sueur 's death in 1655 , with Eustache Le Sueur .",1,0.8971160540301952,89.71160540301952,Possible Plagiarism
4834,"Instead , Jenkins protects Tidd when Tidd Said kills and is thrown in solitary confinement .","Jenkins protects Tidd instead when Tidd kills Said , and is thrown into solitary confinement .",1,0.6183177996731944,61.83177996731944,Not Plagiarized
